"Date","Price","Open","High","Low","Change %"
"Oct 17","4.180","4.190","4.450","4.050","4.50%"
"Sep 17","4.000","3.980","4.200","3.899","5.26%"
"Aug 17","3.800","3.930","4.000","3.890","1.60%"
"Jul 17","3.740","3.970","4.071","3.798","-2.86%"
"Jun 17","3.850","3.710","4.000","3.620","5.42%"
"May 17","3.652","3.810","3.965","3.650","-4.90%"
"Apr 17","3.840","3.970","3.970","3.740","0.00%"
"Mar 17","3.840","3.700","4.170","3.670","5.49%"
"Feb 17","3.640","3.920","3.960","3.502","-1.62%"
"Jan 17","3.700","3.480","3.800","3.400","9.79%"
"Dec 16","3.370","3.530","3.751","3.470","0.90%"
"Nov 16","3.340","3.131","3.610","3.100","11.33%"
"Oct 16","3.000","2.901","3.160","2.820","8.66%"
"Sep 16","2.761","3.000","3.101","2.840","-1.39%"
"Aug 16","2.800","3.181","3.240","2.849","-8.23%"
"Jul 16","3.051","3.521","3.560","3.191","-10.26%"
"Jun 16","3.400","3.690","3.910","3.440","-3.68%"
"May 16","3.530","3.740","3.740","3.598","-1.12%"
"Apr 16","3.570","3.338","3.740","3.338","8.58%"
"Mar 16","3.288","3.400","3.510","3.300","-0.36%"
"Feb 16","3.300","3.416","3.460","3.265","-5.31%"
"Jan 16","3.485","3.765","3.841","3.510","-5.43%"
"Dec 15","3.685","3.600","3.950","3.600","6.81%"
"Nov 15","3.450","3.561","3.690","3.500","2.68%"
"Oct 15","3.360","3.700","3.720","3.410","-5.08%"
"Sep 15","3.540","3.800","3.960","3.650","-4.32%"
"Aug 15","3.700","3.840","3.930","3.650","-1.10%"
"Jul 15","3.741","4.210","4.300","3.700","-7.65%"
"Jun 15","4.051","3.550","4.301","3.540","17.39%"
"May 15","3.451","3.460","3.750","3.390","3.01%"
"Apr 15","3.350","3.270","3.481","3.170","6.01%"
"Mar 15","3.160","2.851","3.381","2.850","13.96%"
"Feb 15","2.773","2.711","3.141","2.662","5.80%"
"Jan 15","2.621","3.601","3.601","2.700","-24.49%"
"Dec 14","3.471","3.761","3.831","3.600","-4.90%"
"Nov 14","3.650","3.861","3.941","3.740","-4.45%"
"Oct 14","3.820","4.351","4.391","3.870","-10.33%"
"Sep 14","4.260","4.300","4.546","4.010","1.67%"
"Aug 14","4.190","4.330","4.581","4.230","-1.41%"
"Jul 14","4.250","4.370","4.410","4.021","-0.70%"
"Jun 14","4.280","4.850","4.851","4.380","-8.15%"
"May 14","4.660","5.150","5.150","4.750","-5.84%"
"Apr 14","4.949","5.340","5.451","5.010","-5.55%"
"Mar 14","5.240","5.580","5.600","5.330","-2.60%"
"Feb 14","5.380","5.699","5.800","5.480","-3.93%"
"Jan 14","5.600","5.450","5.800","5.101","6.67%"
"Dec 13","5.250","5.460","5.460","5.300","2.14%"
"Nov 13","5.140","5.110","5.460","5.100","4.90%"
"Oct 13","4.900","5.350","5.400","5.025","-2.00%"
"Sep 13","5.000","5.260","5.610","5.070","-0.81%"
"Aug 13","5.041","5.301","5.310","5.049","5.02%"
"Jul 13","4.800","5.810","5.810","5.170","-9.45%"
"Jun 13","5.301","5.260","5.900","5.250","6.02%"
"May 13","5.000","5.250","5.410","4.847","-2.53%"
"Apr 13","5.130","5.850","5.880","5.280","-9.84%"
"Mar 13","5.690","5.750","5.881","5.650","0.71%"
"Feb 13","5.650","5.800","5.900","5.800","1.09%"
"Jan 13","5.589","6.600","6.600","5.650","-11.69%"
"Dec 12","6.329","6.951","6.951","6.450","-1.11%"
"Nov 12","6.400","6.610","6.901","6.610","0.00%"
"Oct 12","6.400","6.980","7.100","6.649","0.00%"
"Sep 12","6.400","6.980","7.090","6.649","-1.54%"
"Aug 12","6.500","6.609","7.090","6.550","1.09%"
"Jul 12","6.430","6.850","6.950","6.600","0.47%"
"Jun 12","6.400","6.860","7.001","6.580","0.79%"
"May 12","6.350","6.599","6.901","6.550","-0.64%"
"Apr 12","6.391","6.780","7.060","6.450","1.44%"
"Mar 12","6.300","6.969","7.100","6.650","-6.11%"
"Feb 12","6.710","7.301","7.401","6.900","-3.41%"
"Jan 12","6.947","7.501","7.660","7.250","-2.84%"
"Dec 11","7.150","7.851","7.851","7.550","-0.57%"
"Nov 11","7.191","7.700","7.850","7.650","-0.40%"
"Oct 11","7.220","7.900","7.900","7.650","-1.06%"
"Sep 11","7.297","7.690","7.900","7.599","-1.27%"
"Aug 11","7.391","7.481","7.761","7.458","0.42%"
"Jul 11","7.360","7.601","7.601","7.460","4.50%"
"Jun 11","7.043","7.480","7.750","7.420","0.00%"
"May 11","7.043","7.500","8.503","7.403","0.59%"
"Apr 11","7.002","7.501","8.504","7.350","0.03%"
"Mar 11","7.000","7.500","8.502","7.350","7.76%"
"Feb 11","6.496","7.496","7.600","7.400","-7.20%"
"Jan 11","7.000","7.501","7.501","7.400","0.06%"
"Dec 10","6.996","7.400","7.751","7.200","-0.06%"
"Nov 10","7.000","7.400","7.750","7.400","0.72%"
"Oct 10","6.950","7.400","7.850","7.200","0.00%"
"Sep 10","6.950","7.400","8.000","7.250","2.96%"
"Aug 10","6.750","7.500","8.009","7.350","-2.88%"
"Jul 10","6.950","7.400","8.009","7.250","-0.71%"
"Jun 10","7.000","7.750","8.250","7.200","16.67%"
"May 10","6.000","7.349","8.750","7.200","-3.24%"
"Apr 10","6.201","7.000","11.850","6.750","3.33%"
"Mar 10","6.001","8.250","8.450","0.000","-6.23%"
"Feb 10","6.400","8.000","9.800","7.400","-8.57%"
"Jan 10","7.000","10.750","10.800","8.000","-17.66%"
"Dec 09","8.501","10.800","10.804","10.500","0.01%"
"Nov 09","8.500","10.000","11.000","10.000","3.03%"
"Oct 09","8.250","10.000","11.105","10.000","-8.33%"
"Sep 09","9.000","10.500","11.044","10.000","0.00%"
"Aug 09","9.000","10.500","11.500","10.000","5.88%"
"Jul 09","8.500","10.500","11.502","10.000","6.25%"
"Jun 09","8.000","11.000","11.503","10.500","-13.51%"
"May 09","9.250","11.000","13.004","10.100","-2.12%"
"Apr 09","9.450","11.253","14.002","10.500","5.00%"
"Mar 09","9.000","11.500","14.000","10.650","-7.69%"
"Feb 09","9.750","11.398","14.004","10.500","5.41%"
"Jan 09","9.250","11.497","14.004","10.950","-2.64%"
"Dec 08","9.501","12.000","14.007","10.498","18.54%"
"Nov 08","8.015","11.250","14.000","9.504","6.87%"
"Oct 08","7.500","9.250","12.000","8.412","-6.37%"
"Sep 08","8.010","9.000","9.505","8.549","1.39%"
"Aug 08","7.900","8.600","9.250","8.499","-1.25%"
"Jul 08","8.000","8.500","9.200","8.450","2.56%"
"Jun 08","7.800","8.750","9.200","8.400","-1.27%"
"May 08","7.900","9.000","9.001","8.400","-1.30%"
"Apr 08","8.004","8.750","9.023","8.500","-1.79%"
"Mar 08","8.150","8.500","8.854","8.498","1.87%"
"Feb 08","8.000","8.250","8.750","7.111","1.27%"
"Jan 08","7.900","7.107","8.500","6.806","16.38%"
"Dec 07","6.788","7.600","7.750","0.000","-5.72%"
"Nov 07","7.200","7.250","8.600","0.000","2.86%"
"Oct 07","7.000","7.000","7.000","7.000","2.19%"
"Sep 07","6.850","6.850","6.850","6.850","0.74%"
