Date,Open,High,Low,Close,Adj Close,Volume
1999-01-01,4978.379883,5509.299805,4752.819824,5180.290039,5180.290039,0
1999-02-01,5205.899902,5292.740234,4743.459961,4903.959961,4903.959961,0
1999-03-01,4929.029785,5162.740234,4601.069824,4865.270020,4865.270020,0
1999-04-01,4843.689941,5403.259766,4768.770020,5360.439941,5360.439941,0
1999-05-01,5370.390137,5452.870117,5000.330078,5068.589844,5068.589844,0
1999-06-01,5095.729980,5506.250000,4969.569824,5378.520020,5378.520020,0
1999-07-01,5428.339844,5686.549805,5035.200195,5101.870117,5101.870117,0
1999-08-01,5088.649902,5455.839844,4948.080078,5270.770020,5270.770020,0
1999-09-01,5286.580078,5530.759766,5069.870117,5149.830078,5149.830078,0
1999-10-01,5166.569824,5557.910156,5078.589844,5525.399902,5525.399902,0
1999-11-01,5518.740234,6032.669922,5474.120117,5896.040039,5896.040039,759673500
1999-12-01,5891.270020,6992.919922,5836.729980,6958.140137,6958.140137,765373300
2000-01-01,6961.720215,7306.479980,6388.910156,6835.600098,6835.600098,924329500
2000-02-01,6841.120117,7813.200195,6841.120117,7644.549805,7644.549805,969554700
2000-03-01,7645.299805,8136.160156,7411.759766,7599.390137,7599.390137,1400909000
2000-04-01,7599.779785,7641.529785,6890.959961,7414.680176,7414.680176,625398600
2000-05-01,7407.529785,7571.720215,6794.080078,7109.669922,7109.669922,684245000
2000-06-01,7117.569824,7486.399902,6851.839844,6898.209961,6898.209961,882674900
2000-07-01,6912.970215,7503.319824,6842.609863,7190.370117,7190.370117,795508300
2000-08-01,7194.029785,7395.810059,6954.600098,7216.450195,7216.450195,781576700
2000-09-01,7221.410156,7456.709961,6468.459961,6798.120117,6798.120117,932204800
2000-10-01,6800.069824,7087.919922,6297.490234,7077.439941,7077.439941,949245100
2000-11-01,7093.839844,7185.660156,6361.430176,6372.330078,6372.330078,883094600
2000-12-01,6379.259766,6813.299805,6110.259766,6433.609863,6433.609863,821071200
2001-01-01,6431.140137,6795.140137,6172.439941,6795.140137,6795.140137,1099255700
2001-02-01,6788.569824,6788.569824,6071.350098,6208.240234,6208.240234,932251000
2001-03-01,6212.660156,6342.540039,5351.479980,5829.950195,5829.950195,1512256200
2001-04-01,5843.370117,6271.200195,5383.990234,6264.509766,6264.509766,1040529500
2001-05-01,6272.029785,6337.470215,5960.459961,6123.259766,6123.259766,1153240200
2001-06-01,6122.959961,6278.040039,5758.689941,6058.379883,6058.379883,1596032700
2001-07-01,6053.810059,6131.970215,5551.140137,5861.189941,5861.189941,1234220300
2001-08-01,5859.680176,5930.450195,5124.689941,5188.169922,5188.169922,1495111400
2001-09-01,5195.669922,5220.100098,3539.179932,4308.149902,4308.149902,1884256600
2001-10-01,4315.060059,4874.310059,4157.600098,4559.129883,4559.129883,1598607400
2001-11-01,4556.709961,5217.470215,4481.549805,4989.910156,4989.910156,1613853100
2001-12-01,4986.580078,5341.859863,4872.250000,5160.100098,5160.100098,1167193500
2002-01-01,5155.259766,5352.160156,4974.580078,5107.609863,5107.609863,1679080600
2002-02-01,5109.479980,5165.970215,4706.009766,5039.080078,5039.080078,1482305700
2002-03-01,5025.959961,5467.310059,5003.060059,5397.290039,5397.290039,1511112500
2002-04-01,5379.640137,5379.640137,4929.350098,5041.200195,5041.200195,1370545600
2002-05-01,5043.009766,5126.330078,4741.950195,4818.299805,4818.299805,1545588000
2002-06-01,4818.069824,4850.379883,3946.699951,4382.560059,4382.560059,1878390300
2002-07-01,4377.100098,4483.029785,3265.959961,3700.139893,3700.139893,2440213900
2002-08-01,3699.310059,3930.959961,3235.379883,3712.939941,3712.939941,1719550100
2002-09-01,3698.689941,3698.689941,2719.489990,2769.030029,2769.030029,1919261500
2002-10-01,2772.959961,3299.010010,2519.300049,3152.850098,3152.850098,2284190300
2002-11-01,3152.189941,3443.489990,2987.850098,3320.320068,3320.320068,1810648600
2002-12-01,3332.729980,3476.830078,2836.010010,2892.629883,2892.629883,1544688400
2003-01-01,2898.679932,3157.250000,2563.919922,2747.830078,2747.830078,2197380500
2003-02-01,2750.399902,2802.929932,2433.149902,2547.050049,2547.050049,2065340300
2003-03-01,2553.739990,2731.570068,2188.750000,2423.870117,2423.870117,2549605700
2003-04-01,2426.239990,3004.790039,2395.719971,2942.040039,2942.040039,2123287900
2003-05-01,2938.719971,3068.080078,2769.449951,2982.679932,2982.679932,2028762900
2003-06-01,2990.929932,3324.439941,2990.929932,3220.580078,3220.580078,2269412700
2003-07-01,3217.209961,3487.860107,3119.350098,3487.860107,3487.860107,2293604200
2003-08-01,3481.810059,3588.530029,3299.770020,3484.580078,3484.580078,1759816000
2003-09-01,3493.340088,3676.879883,3202.870117,3256.780029,3256.780029,2263040400
2003-10-01,3255.760010,3675.780029,3217.399902,3655.989990,3655.989990,2156839400
2003-11-01,3657.610107,3814.209961,3576.520020,3745.949951,3745.949951,1931247100
2003-12-01,3752.719971,3996.280029,3752.719971,3965.159912,3965.159912,1693401600
2004-01-01,3969.040039,4175.479980,3969.040039,4058.600098,4058.600098,2309968400
2004-02-01,4062.790039,4150.560059,3960.409912,4018.159912,4018.159912,1857648900
2004-03-01,4026.189941,4163.189941,3692.399902,3856.699951,3856.699951,2686677500
2004-04-01,3858.340088,4156.890137,3857.040039,3985.209961,3985.209961,2051653800
2004-05-01,3972.879883,4029.320068,3710.020020,3921.409912,3921.409912,1866072400
2004-06-01,3924.300049,4090.750000,3856.040039,4052.729980,4052.729980,1788969800
2004-07-01,4078.360107,4101.520020,3749.040039,3895.610107,3895.610107,1835950300
2004-08-01,3891.179932,3891.780029,3618.580078,3785.209961,3785.209961,1832757100
2004-09-01,3794.169922,4000.129883,3792.250000,3892.899902,3892.899902,1896542300
2004-10-01,3895.149902,4078.500000,3838.979980,3960.250000,3960.250000,2059725000
2004-11-01,3961.179932,4219.049805,3959.250000,4126.000000,4126.000000,2057697800
2004-12-01,4108.549805,4272.180176,4107.620117,4256.080078,4256.080078,1655550500
2005-01-01,4260.919922,4325.770020,4160.830078,4254.850098,4254.850098,2218116400
2005-02-01,4256.649902,4409.089844,4249.689941,4350.490234,4350.490234,2014881100
2005-03-01,4345.240234,4435.310059,4275.549805,4348.770020,4348.770020,2125994500
2005-04-01,4348.029785,4422.879883,4157.509766,4184.839844,4184.839844,2175014700
2005-05-01,4208.629883,4482.020020,4205.049805,4460.629883,4460.629883,1973574200
2005-06-01,4467.319824,4637.339844,4467.040039,4586.279785,4586.279785,2373972700
2005-07-01,4584.439941,4913.020020,4444.939941,4886.500000,4886.500000,2285435900
2005-08-01,4882.390137,4990.569824,4726.330078,4829.689941,4829.689941,2166909700
2005-09-01,4846.660156,5061.839844,4816.669922,5044.120117,5044.120117,2373396100
2005-10-01,5060.990234,5138.020020,4762.750000,4929.069824,4929.069824,2240128600
2005-11-01,4922.910156,5241.000000,4891.620117,5193.399902,5193.399902,2272224400
2005-12-01,5210.540039,5469.959961,5208.490234,5408.259766,5408.259766,1744886900
2006-01-01,5410.240234,5697.009766,5290.490234,5674.149902,5674.149902,2527434800
2006-02-01,5662.049805,5916.799805,5598.049805,5796.040039,5796.040039,2132347700
2006-03-01,5806.959961,5993.899902,5664.189941,5970.080078,5970.080078,2783293200
2006-04-01,5989.080078,6121.950195,5860.500000,6009.890137,6009.890137,2110338300
2006-05-01,6014.379883,6162.370117,5513.430176,5692.859863,5692.859863,3336654500
2006-06-01,5677.529785,5778.779785,5243.709961,5683.310059,5683.310059,2855007100
2006-07-01,5688.000000,5729.589844,5365.060059,5681.970215,5681.970215,2087468000
2006-08-01,5678.009766,5886.779785,5557.589844,5859.569824,5859.569824,2540401900
2006-09-01,5861.250000,6031.549805,5737.200195,6004.330078,6004.330078,2478188900
2006-10-01,6019.339844,6304.779785,5944.569824,6268.919922,6268.919922,2425853900
2006-11-01,6262.709961,6497.060059,6201.000000,6309.189941,6309.189941,2657740500
2006-12-01,6322.180176,6629.330078,6195.810059,6596.919922,6596.919922,1924391800
2007-01-01,6614.729980,6805.089844,6531.250000,6789.109863,6789.109863,3015168200
2007-02-01,6821.310059,7040.200195,6640.990234,6715.439941,6715.439941,2860636700
2007-03-01,6714.250000,6965.839844,6437.250000,6917.029785,6917.029785,3604915900
2007-04-01,6911.129883,7436.299805,6891.799805,7408.870117,7408.870117,2473131400
2007-05-01,7429.930176,7895.709961,7304.609863,7883.040039,7883.040039,3124501200
2007-06-01,7891.200195,8131.729980,7499.430176,8007.319824,8007.319824,3540129600
2007-07-01,7969.270020,8151.569824,7372.890137,7584.140137,7584.140137,3167922700
2007-08-01,7472.359863,7659.720215,7190.359863,7638.169922,7638.169922,3817033500
2007-09-01,7643.640137,7882.180176,7369.700195,7861.509766,7861.509766,2802920700
2007-10-01,7851.290039,8063.830078,7763.640137,8019.220215,8019.220215,3008839200
2007-11-01,8024.410156,8038.410156,7444.620117,7870.520020,7870.520020,3619977700
2007-12-01,7859.390137,8117.790039,7777.399902,8067.319824,8067.319824,2180809300
2008-01-01,8045.970215,8100.640137,6384.399902,6851.750000,6851.750000,4972420100
2008-02-01,6896.189941,7079.740234,6655.649902,6748.129883,6748.129883,3512761300
2008-03-01,6692.979980,6720.160156,6167.819824,6534.970215,6534.970215,3649446800
2008-04-01,6519.020020,6966.470215,6496.939941,6948.819824,6948.819824,3064248600
2008-05-01,6982.060059,7231.859863,6905.859863,7096.790039,7096.790039,2702376200
2008-06-01,7098.700195,7102.049805,6308.240234,6418.319824,6418.319824,3108623000
2008-07-01,6394.080078,6577.100098,5999.319824,6479.560059,6479.560059,3932192700
2008-08-01,6461.009766,6626.700195,6219.100098,6422.299805,6422.299805,2627630100
2008-09-01,6400.850098,6553.899902,5658.200195,5831.020020,5831.020020,4707886400
2008-10-01,5865.080078,5876.930176,4014.600098,4987.970215,4987.970215,6538493900
2008-11-01,5053.939941,5302.569824,4034.959961,4669.439941,4669.439941,3294708800
2008-12-01,4653.120117,4850.390137,4304.029785,4810.200195,4810.200195,3033000800
2009-01-01,4856.850098,5111.020020,4067.429932,4338.350098,4338.350098,3164270100
2009-02-01,4309.169922,4688.589844,3764.689941,3843.739990,3843.739990,2815267300
2009-03-01,3817.510010,4272.120117,3588.889893,4084.760010,4084.760010,3475892900
2009-04-01,4074.790039,4837.220215,3997.459961,4769.450195,4769.450195,2921957400
2009-05-01,4790.029785,5060.759766,4653.250000,4940.819824,4940.819824,2488561700
2009-06-01,4992.100098,5177.589844,4669.799805,4808.640137,4808.640137,2199589000
2009-07-01,4820.609863,5396.950195,4524.009766,5332.140137,5332.140137,2149240400
2009-08-01,5330.870117,5575.529785,5158.600098,5464.609863,5464.609863,1809455900
2009-09-01,5479.350098,5760.830078,5263.109863,5675.160156,5675.160156,2479101700
2009-10-01,5681.879883,5888.209961,5394.799805,5414.959961,5414.959961,2844528700
2009-11-01,5410.609863,5843.270020,5312.640137,5625.950195,5625.950195,2328656800
