GEO/TIME,GDP,SENTIMENT,SNP_VOL,SNP_CLOSE,US_BOND_YIELD
2000Q3,0.008434361218706554,0.038461538461538325,0.1626011135998946,-0.07306466061114081,-0.07014142336166407
2000Q4,0.008895909544396341,0.012345679012345734,0.10252316517134052,-0.07340151500298886,-0.07997056286520121
2001Q1,0.008158220024721885,0.1093865487804877,-0.033603296859854304,-0.0097231222825378,0.07592321010025849
2001Q2,0.009874121301291394,0.08594270483479582,-0.0335509973231185,-0.09220947780762856,-0.10612725358442032
2001Q3,0.01285330397902018,-0.0736196318792578,0.12790080662859427,-0.011353466443580817,-0.02696146368359853
2001Q4,0.013553254059583075,-0.009602649334568558,0.011634341519955793,0.011056639809279734,0.08910891088474182
2002Q1,0.015469282200075929,0.08492143129388152,0.03762776691765879,-0.07400009453184098,-0.02171353832428302
2002Q2,0.015466559001195535,-0.02157164929997779,0.16142733722174896,-0.15664607478376769,-0.18378125411151225
2002Q3,0.014588717446821331,-0.017637794651224503,-0.06246718541295826,0.022293102078343674,-0.021869112947672242
2002Q4,0.010806818695645592,-0.006412311956905392,-0.07507718087872539,-0.05805565737317209,-0.03751465432611667
2003Q1,0.01353930573780282,-0.025492093901258506,0.06711446047020919,0.12179817138194027,-0.06603445276370579
2003Q2,0.010445477549579252,0.029801324493443193,-0.05951942436300606,0.04878441760274055,0.1984163949882083
2003Q3,0.012215718820069332,-0.012540192922012805,-0.020537592107563563,0.07565733442399836,0.0010104937427912741
2003Q4,0.018843227226305714,0.02702702636697274,0.11586940320476535,0.05633640986950583,-0.07136201288465882
2004Q1,0.013525151416752479,0.023779327845205867,-0.06287584674363633,-0.009834581224894667,0.15168492358488872
2004Q2,0.019278719580994252,-0.0015484663987452851,-0.06517094357421382,-0.014331427324701274,-0.07601829666739279
2004Q3,0.02023970590245039,0.017990074125933564,0.12540780319724476,0.05884585005485676,-0.009665252239509758
2004Q4,0.01494896455648731,-0.006398537477148136,0.07237892348492103,0.014084427208655326,0.030548282075696376
2005Q1,0.01986274251022846,0.01594602851885929,0.23314152960674628,-0.007230484143075255,-0.06436710795075207
2005Q2,0.014428987382723912,-0.041050407196212,0.009684490523587552,0.04057993944101734,0.03966425263004747
2005Q3,0.013432835820895495,0.0006295250236072469,0.09962415589576024,0.005826265979015144,0.06490422685332464
2005Q4,0.016338758606799786,-0.031770997473491436,0.046276698785293835,0.04071226846379217,0.035156830531057226
2006Q1,0.015816004260536864,0.0584795321637428,0.06656955056174874,-0.0012215965829587283,0.10002154104258065
